country,subnational1,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000_2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018
United States,North Dakota,15,18314184,595379,778812,6120,342,777,243,793,711,648,592,830,114,413,242,514,279,191,5,28,30,12
United States,North Dakota,20,18314184,515144,662186,6120,334,763,236,777,694,635,579,811,111,403,231,498,245,174,5,27,30,11
United States,North Dakota,25,18314184,467589,623917,6120,330,758,232,772,679,628,571,800,109,396,225,490,225,165,5,27,29,10
United States,North Dakota,30,18314184,401184,533190,6120,322,747,226,754,654,612,556,775,106,387,215,473,198,150,5,26,28,10
United States,North Dakota,50,18314184,247933,217897,6120,253,593,161,575,442,457,425,574,83,302,151,348,126,111,5,22,24,9
United States,North Dakota,75,18314184,140105,91329,6120,167,354,98,378,281,280,270,372,62,208,100,219,64,67,4,18,16,7
United States,Ohio,10,11993914,3966837,3754960,10953,5706,5431,4931,5766,7342,6791,8001,8589,5963,8585,6004,8487,5214,6096,6845,9231,10881,6005
United States,Ohio,15,11993914,3830386,3671714,10953,5699,5428,4929,5760,7337,6788,7996,8583,5960,8582,6001,8474,5179,6065,6813,9143,10782,5943
United States,Ohio,20,11993914,3731061,3601552,10953,5693,5425,4927,5755,7332,6783,7991,8579,5957,8578,5998,8463,5154,6040,6787,9077,10702,5892
United States,Ohio,25,11993914,3665825,3587097,10953,5688,5424,4926,5752,7329,6781,7989,8576,5955,8576,5997,8458,5139,6028,6774,9043,10660,5860
United States,Ohio,30,11993914,3554456,3448635,10953,5680,5418,4924,5745,7322,6773,7981,8570,5951,8572,5993,8445,5112,5999,6739,8963,10560,5794
United States,Ohio,50,11993914,3308151,3152090,10953,5619,5376,4897,5695,7258,6719,7924,8519,5920,8541,5964,8391,5019,5908,6634,8738,10268,5593
United States,Ohio,75,11993914,2930587,2688898,10953,5423,5211,4795,5497,6988,6503,7673,8298,5779,8385,5846,8224,4835,5687,6358,8228,9603,5174
United States,Oklahoma,10,18104043,4198252,3470468,140044,25640,24355,15176,23796,26122,27240,27019,26629,21957,20236,21487,26695,18606,21833,17002,23785,22803,20805
United States,Oklahoma,15,18104043,4012329,3344437,140044,25613,24340,15166,23767,26100,27201,26979,26588,21912,20206,21452,26527,18297,21315,16645,22999,22231,19459
United States,Oklahoma,20,18104043,3801596,3186027,140044,25542,24285,15137,23684,26016,27079,26871,26466,21746,20134,21369,26284,17907,20735,16300,22268,21535,18234
United States,Oklahoma,25,18104043,3651469,3147017,140044,25454,24218,15102,23584,25927,26955,26749,26309,21520,20053,21286,26075,17574,20131,15984,21678,20987,16948
United States,Oklahoma,30,18104043,3432388,2852168,140044,25273,24087,15025,23410,25761,26742,26524,26083,21288,19936,21165,25818,17185,19572,15619,20957,20281,16149
United States,Oklahoma,50,18104043,2957564,2242420,140044,24309,23369,14580,22482,24778,25505,25367,24948,19959,19200,20518,24652,15934,17849,14415,18844,18306,13970
United States,Oklahoma,75,18104043,2160979,1446304,140044,21645,20737,12725,19643,21659,21711,21445,21342,16341,16732,18203,21799,13774,14968,12061,15115,14718,11319
United States,Oregon,10,25141109,11266107,10593855,768041,67573,202058,96699,130268,77350,92235,81814,87008,62259,71844,68188,80561,76272,92341,88654,119641,138412,146360
United States,Oregon,15,25141109,10773338,10342780,768041,67439,201040,96502,129821,77072,91927,81408,86792,62097,71517,67937,80067,75506,89785,87226,117372,137033,145112
United States,Oregon,20,25141109,10341526,9967720,768041,67330,200163,96403,129601,76928,91765,81220,86693,62019,71385,67728,79463,74468,87023,85320,114535,135227,143451
United States,Oregon,25,25141109,9965555,9843611,768041,66984,198471,95842,128626,76396,91227,80693,86287,61694,70901,67274,78663,73336,84612,83483,111772,133285,141672
United States,Oregon,30,25141109,9721301,9713339,768041,66707,196635,95477,127924,75891,90712,80103,85994,61503,70546,67000,78085,72450,82980,82134,109784,131509,140058
United States,Oregon,50,25141109,8599667,8221222,768041,63384,179173,91458,120129,72267,87045,74796,83298,59821,67959,64555,74157,67834,75380,74591,99195,122511,131489
United States,Oregon,75,25141109,7459736,7058970,768041,57674,154215,84901,107768,67157,81145,65706,77737,56457,63553,59951,69057,62576,68465,66308,88220,112401,120433
United States,Pennsylvania,10,11729833,8032633,7716654,9691,8004,10156,5308,11836,12113,14561,17764,13256,11641,12802,11950,12816,8932,10595,10985,11550,18168,13309
United States,Pennsylvania,15,11729833,7859389,7607544,9691,7995,10148,5305,11828,12105,14556,17752,13251,11636,12796,11944,12798,8890,10541,10944,11478,18080,13259
United States,Pennsylvania,20,11729833,7739902,7535684,9691,7987,10140,5302,11818,12093,14548,17736,13243,11631,12791,11939,12782,8859,10501,10910,11425,18009,13216
United States,Pennsylvania,25,11729833,7659617,7516868,9691,7982,10137,5302,11814,12089,14544,17730,13239,11629,12786,11936,12773,8842,10478,10894,11399,17974,13197
United States,Pennsylvania,30,11729833,7527016,7366619,9691,7965,10127,5297,11801,12076,14532,17711,13227,11620,12778,11931,12758,8810,10429,10857,11336,17898,13153
United States,Pennsylvania,50,11729833,7150619,7009119,9691,7849,10040,5255,11678,11946,14421,17544,13118,11538,12695,11872,12669,8650,10227,10703,11090,17589,12974
United States,Pennsylvania,75,11729833,6548807,6331124,9691,7509,9734,5104,11244,11482,14035,17020,12775,11264,12442,11683,12412,8196,9727,10272,10492,16806,12483
United States,Rhode Island,10,283338,209058,197227,296,274,226,213,246,281,356,266,395,201,211,66,245,106,151,213,3217,1436,352
United States,Rhode Island,15,283338,203266,192297,296,274,226,213,246,281,356,266,395,201,211,66,244,105,149,212,3213,1433,350
United States,Rhode Island,20,283338,199727,189772,296,273,226,213,245,281,356,266,395,201,210,66,244,105,148,210,3211,1431,347
United States,Rhode Island,25,283338,196279,189279,296,273,225,213,245,281,356,266,395,201,210,66,244,105,146,210,3209,1429,345
United States,Rhode Island,30,283338,191227,185281,296,272,225,212,245,281,355,265,395,200,209,65,244,105,145,209,3205,1425,343
United States,Rhode Island,50,283338,175257,171637,296,266,222,209,241,279,350,262,391,198,207,64,240,102,135,201,3181,1409,329
United States,Rhode Island,75,283338,153008,153334,296,250,212,203,229,268,336,248,376,194,198,62,229,93,115,178,3068,1360,297
United States,South Carolina,10,8012427,5604780,5353148,803495,84208,95295,65777,97651,95107,96546,92843,91523,63490,90084,72334,87116,80261,90613,83135,103657,107286,92500
United States,South Carolina,15,8012427,5510008,5272526,803495,84154,95235,65728,97587,95005,96437,92761,91464,63454,90038,72296,86996,79780,89962,82472,102719,106328,91741
United States,South Carolina,20,8012427,5425950,5177575,803495,84040,95117,65589,97425,94797,96211,92574,91308,63360,89906,72222,86803,79240,89337,81756,101708,105261,90923
United States,South Carolina,25,8012427,5354544,5146566,803495,83978,95069,65556,97378,94743,96138,92515,91250,63330,89860,72180,86687,78768,88770,81143,100842,104376,90242
United States,South Carolina,30,8012427,5259858,4994999,803495,83796,94888,65404,97153,94498,95854,92279,91049,63219,89704,72093,86495,78100,87999,80317,99673,103197,89314
United States,South Carolina,50,8012427,4907538,4512439,803495,82621,93639,64182,95661,92562,93989,90778,89731,62373,88579,71430,85345,74466,83885,76088,93786,97563,84813
United States,South Carolina,75,8012427,4373852,3708176,803495,77505,88022,58718,88418,84446,85897,83371,83440,58816,84005,69048,82104,68609,77426,69366,84082,88205,77110
United States,South Dakota,10,19974629,760774,703852,9759,14684,2392,4771,4537,7605,4957,5287,5658,3353,4432,2923,1880,17188,31073,8071,2800,4088,22902
United States,South Dakota,15,19974629,673935,596845,9759,13628,2281,4546,4394,7272,4896,5123,5520,3305,4392,2902,1846,16948,30771,7992,2778,4051,22623
United States,South Dakota,20,19974629,606538,511163,9759,13297,2231,4481,4328,7180,4849,5062,5466,3281,4363,2878,1816,16642,30326,7884,2749,3987,22218
United States,South Dakota,25,19974629,554722,479321,9759,12193,2177,4212,4248,6843,4819,5008,5377,3250,4333,2843,1783,16193,29753,7735,2714,3915,21608
United States,South Dakota,30,19974629,505273,425617,9759,10294,1992,4056,4112,6494,4730,4849,5234,3194,4275,2798,1741,15881,29204,7582,2653,3822,21136
United States,South Dakota,50,19974629,327938,128522,9759,4151,1421,3295,3403,5209,4159,4128,4497,2860,3809,2254,1315,11897,22339,5662,1967,2717,17164
United States,South Dakota,75,19974629,168136,27568,9759,519,495,1612,1434,1896,1860,1781,2187,1600,2254,1402,833,6585,12633,2877,864,1163,11452
United States,Tennessee,10,10918204,6674853,6252951,191067,42884,32712,26445,40131,40334,41231,43541,39126,23158,32611,25059,28648,23267,22859,26558,32798,39201,24695
United States,Tennessee,15,10918204,6546382,6186975,191067,42869,32704,26438,40115,40317,41209,43522,39115,23152,32605,25046,28613,23094,22701,26399,32445,38888,24502
United States,Tennessee,20,10918204,6429622,6109174,191067,42849,32692,26431,40095,40298,41181,43498,39096,23142,32597,25030,28578,22916,22549,26205,32076,38567,24285
United States,Tennessee,25,10918204,6347326,6085535,191067,42825,32681,26424,40081,40280,41163,43481,39082,23135,32592,25017,28551,22787,22434,26064,31815,38333,24114
United States,Tennessee,30,10918204,6210528,5901462,191067,42769,32649,26399,40030,40231,41109,43426,39046,23114,32571,24994,28502,22579,22245,25843,31366,37937,23831
United States,Tennessee,50,10918204,5887534,5532813,191067,42403,32412,26214,39648,39899,40736,43066,38793,22983,32440,24869,28302,21897,21651,25176,30093,36707,23024
United States,Tennessee,75,10918204,5317544,4925641,191067,39627,30815,25014,37310,38041,38867,41142,37272,22238,31610,24260,27579,20560,20500,23738,27535,34137,21438
United States,Texas,10,68621327,10603449,8738338,866488,113442,86782,79236,121011,122401,111452,127302,110461,93996,106862,131010,128671,85999,96185,75585,92194,86363,72135
United States,Texas,15,68621327,10046793,8188539,866488,113348,86712,79188,120852,122295,111313,127154,110326,93860,106746,130587,127964,84822,94874,74475,90760,85009,71012
United States,Texas,20,68621327,9328994,7781373,866488,112883,86341,78784,120228,121632,110529,126348,109527,93221,106272,129721,126618,83066,92751,72787,88753,82987,69574
United States,Texas,25,68621327,8888087,7668686,866488,112053,85783,78175,119271,120656,109356,125137,108419,92349,105604,128552,125549,81835,91196,71537,87220,81487,68546
United States,Texas,30,68621327,8361271,7295024,866488,111298,85266,77655,118408,119794,108365,124107,107469,91612,105011,127434,124490,80395,89540,70186,85492,79832,67349
United States,Texas,50,68621327,7009938,6026254,866488,106178,81564,74034,112892,114421,102254,117655,102402,86982,101675,121436,119385,75927,83004,65323,79375,74144,63099
United States,Texas,75,68621327,5614141,4852215,866488,97895,75390,68491,104213,104370,92471,106248,94232,80143,95815,112812,111497,70159,74796,58944,71245,66642,56947
United States,Utah,10,21983248,2896698,2120336,3642,5327,26151,7094,10570,17064,5025,13220,5524,8288,6023,20300,11673,3769,3510,1760,3927,21381,28045
United States,Utah,15,21983248,2633212,1946346,3642,5219,24672,5991,9653,16770,4528,12094,5346,7863,5849,20048,11296,3224,2868,1478,3569,20882,26982
United States,Utah,20,21983248,2388629,1715709,3642,5147,23971,5806,9506,16644,4435,11941,5301,7749,5796,19905,11021,2824,2512,1277,3296,20389,25639
United States,Utah,25,21983248,2161682,1613188,3642,5036,22706,5535,9289,16480,4251,11346,5226,7539,5730,19746,10682,2396,2094,1104,2973,19633,24395
United States,Utah,30,21983248,2022737,1562489,3642,4959,21564,4937,8982,16252,4010,10504,5076,7178,5632,19557,10424,2221,1966,1036,2831,19183,23396
United States,Utah,50,21983248,1499686,926361,3642,4343,15932,3525,7420,14433,3068,7308,4418,5668,4897,18151,9038,1765,1570,848,2285,17286,18699
United States,Utah,75,21983248,1001897,448385,3642,3320,10297,2216,5638,11145,2139,4709,3498,4201,3920,15752,6989,1387,1179,662,1721,14016,13107
United States,Vermont,10,2494848,2043395,2035595,4816,2801,2066,900,2167,2383,3102,2040,2470,2506,3954,1729,2949,1811,2589,2562,3140,3418,3989
United States,Vermont,15,2494848,2021454,2014972,4816,2799,2066,900,2167,2383,3101,2039,2470,2506,3953,1729,2945,1805,2578,2560,3135,3414,3984
United States,Vermont,20,2494848,2007366,2007131,4816,2798,2066,900,2166,2383,3101,2039,2470,2506,3953,1729,2943,1802,2571,2558,3133,3410,3978
United States,Vermont,25,2494848,1999481,2004715,4816,2797,2065,900,2166,2382,3100,2039,2469,2505,3952,1729,2941,1799,2566,2556,3131,3408,3976
United States,Vermont,30,2494848,1986548,1989057,4816,2796,2064,900,2165,2382,3100,2039,2469,2505,3952,1729,2937,1795,2559,2553,3126,3404,3971
United States,Vermont,50,2494848,1929998,1938456,4816,2786,2060,899,2158,2377,3092,2036,2465,2502,3946,1727,2917,1769,2505,2534,3100,3381,3942
United States,Vermont,75,2494848,1804639,1823461,4816,2732,2031,888,2118,2336,3047,2007,2435,2476,3904,1717,2863,1679,2339,2453,2987,3278,3823
United States,Virginia,10,10374540,7344309,7017483,459379,55438,54419,40918,56231,63229,67324,67907,66985,56451,59194,49331,56463,55737,62507,64797,69675,71263,60679
United States,Virginia,15,10374540,7227950,6943168,459379,55418,54403,40913,56215,63209,67302,67881,66972,56444,59186,49322,56411,55540,62176,64461,69263,70745,60321
United States,Virginia,20,10374540,7137611,6866163,459379,55396,54390,40907,56197,63184,67271,67846,66951,56434,59172,49311,56367,55345,61864,64158,68885,70277,60005
United States,Virginia,25,10374540,7071973,6845127,459379,55378,54381,40904,56188,63173,67257,67829,66940,56431,59163,49304,56335,55224,61677,63978,68666,69983,59815
United States,Virginia,30,10374540,6958846,6687652,459379,55318,54347,40882,56144,63116,67196,67759,66894,56403,59132,49288,56260,54945,61268,63549,68172,69375,59407
United States,Virginia,50,10374540,6626443,6321099,459379,54890,54084,40707,55818,62709,66698,67232,66509,56189,58893,49177,55943,53723,59561,61768,66144,66922,57644
United States,Virginia,75,10374540,6034485,5653549,459379,51620,51269,38456,51749,58275,61756,62321,63137,54361,57086,48324,54505,50539,55599,57756,61571,61609,53655
United States,Washington,10,17487418,9399562,9124925,544125,77056,68310,83593,101767,78994,132525,89191,88424,54768,54575,50597,75762,62908,84286,110091,145671,110313,101161
United States,Washington,15,17487418,9161421,8935102,544125,76750,68236,83451,101629,78882,132349,89089,88289,54682,54550,50573,75649,62718,83498,109531,144601,109530,100376
United States,Washington,20,17487418,8957045,8778134,544125,76538,68124,83147,101423,78792,132011,88961,88137,54615,54522,50544,75489,62402,82397,108589,142738,108404,99468
United States,Washington,25,17487418,8839122,8733123,544125,76336,68034,82995,101264,78723,131788,88869,88015,54552,54494,50520,75355,62179,81611,107971,141570,107723,98848
United States,Washington,30,17487418,8712861,8636272,544125,75875,67860,82576,100965,78524,131275,88630,87738,54411,54446,50474,75202,61955,80733,107250,140326,106951,98116
United States,Washington,50,17487418,8073193,7767888,544125,72944,66002,78417,97839,76960,126425,86545,85569,53161,53835,49920,73474,60048,74408,100686,130195,101156,92599
United States,Washington,75,17487418,7184062,6849112,544125,67867,62333,72199,92502,73418,117732,81331,81292,50542,52520,48810,70736,56636,66337,89940,115677,91370,83396
United States,West Virginia,10,6268946,5336552,5165219,15326,8341,8858,3398,7577,12629,10390,15404,12816,9573,10484,7693,11940,7972,13494,13665,17053,19119,13786
United States,West Virginia,15,6268946,5274247,5128162,15326,8332,8854,3396,7573,12620,10386,15396,12813,9571,10482,7691,11914,7916,13352,13618,16994,19047,13745
United States,West Virginia,20,6268946,5228996,5103055,15326,8323,8848,3394,7569,12612,10382,15388,12809,9568,10478,7689,11891,7869,13221,13584,16945,18988,13717
United States,West Virginia,25,6268946,5203144,5094719,15326,8319,8846,3393,7568,12607,10380,15383,12806,9566,10477,7688,11876,7844,13151,13566,16922,18961,13702
United States,West Virginia,30,6268946,5153934,5033893,15326,8308,8841,3389,7563,12595,10373,15371,12800,9561,10475,7686,11853,7799,13025,13529,16873,18895,13671
United States,West Virginia,50,6268946,5012575,4868326,15326,8223,8790,3364,7506,12495,10303,15281,12747,9527,10435,7668,11753,7644,12622,13370,16667,18622,13530
United States,West Virginia,75,6268946,4701434,4507031,15326,7937,8531,3247,7224,12119,9975,14848,12481,9362,10235,7592,11505,7245,11818,12872,16050,17857,13132
United States,Wisconsin,10,16929671,7698118,7509832,93947,17665,14158,8100,20032,18927,17113,22760,20413,22075,19307,17379,20992,15130,18233,17277,21923,26688,26216
United States,Wisconsin,15,16929671,7516553,7390151,93947,17654,14150,8095,20002,18897,17080,22733,20388,22055,19297,17364,20946,15031,18141,17214,21841,26587,26111
United States,Wisconsin,20,16929671,7401050,7290619,93947,17647,14143,8091,19983,18871,17049,22713,20372,22040,19286,17351,20910,14954,18060,17167,21772,26512,26036
United States,Wisconsin,25,16929671,7316731,7256922,93947,17644,14140,8089,19975,18859,17040,22705,20364,22031,19281,17345,20886,14896,18004,17134,21721,26458,25981
United States,Wisconsin,30,16929671,7174480,7078904,93947,17631,14126,8081,19934,18815,16999,22668,20330,21999,19261,17325,20835,14786,17898,17077,21625,26354,25870
United States,Wisconsin,50,16929671,6687157,6493053,93947,17291,13794,7945,19157,18102,16331,22165,19903,21468,18963,16980,20328,14171,17221,16623,20992,25638,25240
United States,Wisconsin,75,16929671,5747551,5457844,93947,16196,12755,7422,17224,16376,14839,20552,18604,19994,18054,16216,19135,12376,15314,14842,18626,22891,23039
United States,Wyoming,10,25329647,3236209,2462845,51291,20074,15824,16877,18460,30086,7261,31191,30924,13737,19781,24971,24447,20143,12501,2846,15410,19392,19271
United States,Wyoming,15,25329647,3065139,2303564,51291,19697,15337,16517,18304,29566,6963,30622,30743,13693,19644,24829,24054,19424,12274,2811,15077,18696,18878
United States,Wyoming,20,25329647,2914407,2139321,51291,19586,15145,16342,18219,29369,6868,30505,30640,13669,19567,24743,23696,18876,12056,2756,14838,18146,18469
United States,Wyoming,25,25329647,2770035,2071538,51291,19253,14822,16063,18077,29012,6773,30264,30435,13625,19436,24621,23003,17950,11714,2697,14466,17470,17806
United States,Wyoming,30,25329647,2659189,2027482,51291,18942,14398,15696,17914,28439,6502,29725,30181,13568,19263,24445,22445,17320,11477,2655,14122,16901,17398
United States,Wyoming,50,25329647,2146952,1273245,51291,16398,12032,13686,16489,25393,5339,27397,27751,12967,17755,22771,19109,14375,9920,2234,11653,13627,14353
United States,Wyoming,75,25329647,1635028,631619,51291,11936,8831,10587,14107,20308,3743,22824,23027,11235,14834,19048,15304,11235,7795,1692,8339,9814,10365
